,name,type,displayName,pipLocation,displayPrecision,tradeUnitsPrecision,minimumTradeSize,maximumTrailingStopDistance,minimumTrailingStopDistance,maximumPositionSize,maximumOrderUnits,marginRate,guaranteedStopLossOrderMode,tags,financing,minimumGuaranteedStopLossDistance,guaranteedStopLossOrderExecutionPremium,guaranteedStopLossOrderLevelRestriction
0,LTC_USD,CFD,Litecoin,-1,2,2,0.01,1000.00,0.50,0,40000,0.5,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'CRYPTO'}]","{'longRate': '-0.2505', 'shortRate': '-0.2495', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 3}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
1,HK33_HKD,CFD,Hong Kong 33,0,1,1,0.1,10000.0,5.0,0,2000,0.1,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'INDEX'}]","{'longRate': '-0.0253', 'shortRate': '-0.0247', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 3}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",292,10.0,"{'volume': '100', 'priceRange': '100.0'}"
2,EUR_HUF,CURRENCY,EUR/HUF,-2,3,0,1,100.000,0.050,0,100000000,0.05,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0695', 'shortRate': '0.0067', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
3,FR40_EUR,CFD,France 40,0,1,1,0.1,10000.0,5.0,0,1000,0.05,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'INDEX'}]","{'longRate': '-0.0192', 'shortRate': '-0.0308', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 3}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",66,1.5,"{'volume': '200', 'priceRange': '25.0'}"
4,EUR_DKK,CURRENCY,EUR/DKK,-4,5,0,1,1.00000,0.00050,0,100000000,0.1,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0104', 'shortRate': '-0.0117', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
5,XAU_CHF,METAL,Gold/CHF,-2,3,0,1,100.000,0.050,0,20000,0.05,DISABLED,"[{'type': 'KID_ASSET_CLASS', 'name': 'METAL'}, {'type': 'ASSET_CLASS', 'name': 'COMMODITY'}]","{'longRate': '-0.0036', 'shortRate': '-0.0198', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
6,XPD_USD,CFD,Palladium,-2,3,0,1,100.000,0.050,0,5000,0.1,DISABLED,"[{'type': 'KID_ASSET_CLASS', 'name': 'METAL'}, {'type': 'ASSET_CLASS', 'name': 'COMMODITY'}]","{'longRate': '-0.033', 'shortRate': '-0.017', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 1}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 1}]}",,,
7,BCO_USD,CFD,Brent Crude Oil,-2,3,0,1,100.000,0.050,0,100000,0.1,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'COMMODITY'}]","{'longRate': '0.005', 'shortRate': '-0.055', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 1}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 1}]}",1.50,0.060,"{'volume': '3000', 'priceRange': '0.250'}"
8,IN50_USD,CFD,India 50,0,1,1,0.1,10000.0,5.0,0,300,0.1,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'INDEX'}]","{'longRate': '-0.0255', 'shortRate': '-0.0245', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 3}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
9,NATGAS_USD,CFD,Natural Gas,-2,3,0,1,100.000,0.050,0,1000000,0.1,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'COMMODITY'}]","{'longRate': '0.591', 'shortRate': '-0.641', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 1}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 1}]}",,,
10,USD_MXN,CURRENCY,USD/MXN,-4,5,0,1,1.00000,0.00050,0,100000000,0.05,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0659', 'shortRate': '0.0409', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
11,GBP_USD,CURRENCY,GBP/USD,-4,5,0,1,1.00000,0.00050,0,50000000,0.0333,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0103', 'shortRate': '-0.0116', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",0.0030,0.00050,"{'volume': '1000000', 'priceRange': '0.00250'}"
12,CAD_CHF,CURRENCY,CAD/CHF,-4,5,0,1,1.00000,0.00050,0,100000000,0.04,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0027', 'shortRate': '-0.0212', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
13,EUR_GBP,CURRENCY,EUR/GBP,-4,5,0,1,1.00000,0.00050,0,100000000,0.0333,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0184', 'shortRate': '-0.0037', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",0.0030,0.00050,"{'volume': '1000000', 'priceRange': '0.00250'}"
14,XAG_SGD,METAL,Silver/SGD,-4,5,0,1,1.00000,0.00050,0,500000,0.1,DISABLED,"[{'type': 'KID_ASSET_CLASS', 'name': 'METAL'}, {'type': 'ASSET_CLASS', 'name': 'COMMODITY'}]","{'longRate': '-0.022', 'shortRate': '-0.0113', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
15,JP225_USD,CFD,Japan 225,0,1,1,0.1,10000.0,5.0,0,750,0.05,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'INDEX'}]","{'longRate': '-0.0255', 'shortRate': '-0.0245', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 3}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",289,10.0,"{'volume': '50', 'priceRange': '100.0'}"
16,XAG_CAD,METAL,Silver/CAD,-4,5,0,1,1.00000,0.00050,0,500000,0.1,DISABLED,"[{'type': 'KID_ASSET_CLASS', 'name': 'METAL'}, {'type': 'ASSET_CLASS', 'name': 'COMMODITY'}]","{'longRate': '-0.0153', 'shortRate': '-0.0079', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
17,CN50_USD,CFD,China A50,0,1,1,0.1,10000.0,5.0,0,500,0.1,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'INDEX'}]","{'longRate': '-0.0255', 'shortRate': '-0.0245', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 3}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
18,EU50_EUR,CFD,Europe 50,0,1,1,0.1,10000.0,5.0,0,3000,0.05,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'INDEX'}]","{'longRate': '-0.0192', 'shortRate': '-0.0308', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 3}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",41,1.5,"{'volume': '200', 'priceRange': '10.0'}"
19,GBP_CHF,CURRENCY,GBP/CHF,-4,5,0,1,1.00000,0.00050,0,100000000,0.04,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0016', 'shortRate': '-0.0207', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
20,USD_THB,CURRENCY,USD/THB,-2,3,0,1,100.000,0.050,0,100000000,0.05,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.1195', 'shortRate': '-0.0875', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
21,USD_ZAR,CURRENCY,USD/ZAR,-4,5,0,1,1.00000,0.00050,0,100000000,0.05,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0737', 'shortRate': '0.0226', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
22,XAU_USD,METAL,Gold,-2,3,0,1,100.000,0.050,0,20000,0.05,ALLOWED,"[{'type': 'KID_ASSET_CLASS', 'name': 'METAL'}, {'type': 'ASSET_CLASS', 'name': 'COMMODITY'}]","{'longRate': '-0.0122', 'shortRate': '-0.0106', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",6.00,0.500,"{'volume': '1000', 'priceRange': '5.000'}"
23,XPT_USD,CFD,Platinum,-2,3,0,1,100.000,0.050,0,5000,0.1,DISABLED,"[{'type': 'KID_ASSET_CLASS', 'name': 'METAL'}, {'type': 'ASSET_CLASS', 'name': 'COMMODITY'}]","{'longRate': '-0.014', 'shortRate': '-0.036', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 1}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 1}]}",,,
24,XAU_EUR,METAL,Gold/EUR,-2,3,0,1,100.000,0.050,0,20000,0.05,DISABLED,"[{'type': 'KID_ASSET_CLASS', 'name': 'METAL'}, {'type': 'ASSET_CLASS', 'name': 'COMMODITY'}]","{'longRate': '-0.0057', 'shortRate': '-0.0175', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
25,EUR_NOK,CURRENCY,EUR/NOK,-4,5,0,1,1.00000,0.00050,0,100000000,0.05,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0231', 'shortRate': '0.00010', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",0.1000,0.00400,"{'volume': '1000000', 'priceRange': '0.10000'}"
26,XCU_USD,CFD,Copper,-4,5,0,1,1.00000,0.00050,0,1500000,0.1,DISABLED,"[{'type': 'ASSET_CLASS', 'name': 'COMMODITY'}]","{'longRate': '-0.034', 'shortRate': '-0.016', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 1}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 1}]}",,,
27,CAD_JPY,CURRENCY,CAD/JPY,-2,3,0,1,100.000,0.050,0,100000000,0.0333,ALLOWED,"[{'type': 'ASSET_CLASS', 'name': 'CURRENCY'}]","{'longRate': '-0.0091', 'shortRate': '-0.015', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",0.30,0.020,"{'volume': '1000000', 'priceRange': '0.250'}"
28,XAU_HKD,METAL,Gold/HKD,-2,3,0,1,100.000,0.050,0,20000,0.05,DISABLED,"[{'type': 'KID_ASSET_CLASS', 'name': 'METAL'}, {'type': 'ASSET_CLASS', 'name': 'COMMODITY'}]","{'longRate': '-0.0131', 'shortRate': '-0.0122', 'financingDaysOfWeek': [{'dayOfWeek': 'MONDAY', 'daysCharged': 1}, {'dayOfWeek': 'TUESDAY', 'daysCharged': 1}, {'dayOfWeek': 'WEDNESDAY', 'daysCharged': 1}, {'dayOfWeek': 'THURSDAY', 'daysCharged': 1}, {'dayOfWeek': 'FRIDAY', 'daysCharged': 1}, {'dayOfWeek': 'SATURDAY', 'daysCharged': 0}, {'dayOfWeek': 'SUNDAY', 'daysCharged': 0}]}",,,
